order_status_id,status
204,Confirmed
205,Shipped
206,Shipped
207,Refunded
208,Pending
209,Canceled
210,Delivered
211,Shipped
212,Confirmed
213,Failed
214,Shipped
215,Out for Delivery
216,Pending
217,Out for Delivery
218,Pending
219,Processing
220,Failed
221,Confirmed
222,Out for Delivery
223,Refunded
224,Processing
225,Pending
226,Returned
227,Failed
228,Processing
229,Canceled
230,Pending
231,Processing
232,Confirmed
233,Shipped
234,Out for Delivery
235,Returned
236,Failed
237,Out for Delivery
238,Out for Delivery
239,Returned
240,Failed
241,Processing
242,Canceled
243,Returned
244,Delivered
245,Shipped
246,Canceled
247,Processing
248,Out for Delivery
249,Returned
250,Canceled
251,Failed
252,Pending
253,Pending
254,Failed
255,Canceled
256,Shipped
257,Returned
258,Delivered
259,Delivered
260,Refunded
261,Returned
262,Shipped
263,Confirmed
264,Out for Delivery
265,Delivered
266,Out for Delivery
267,Delivered
268,Canceled
269,Processing
270,Delivered
271,Shipped
272,Canceled
273,Canceled
274,Processing
275,Shipped
276,Returned
277,Delivered
278,Shipped
279,Pending
280,Refunded
281,Shipped
282,Failed
283,Canceled
284,Shipped
285,Processing
286,Shipped
287,Out for Delivery
288,Confirmed
289,Delivered
290,Canceled
291,Returned
292,Confirmed
293,Confirmed
294,Confirmed
295,Processing
296,Failed
297,Shipped
298,Processing
299,Processing
300,Delivered
301,Confirmed
302,Failed
303,Pending
304,Canceled
305,Processing
306,Returned
307,Processing
308,Delivered
309,Out for Delivery
310,Returned
311,Canceled
312,Refunded
313,Failed
314,Pending
315,Canceled
316,Delivered
317,Processing
318,Canceled
319,Pending
320,Confirmed
321,Processing
322,Confirmed
323,Delivered
324,Returned
325,Refunded
326,Returned
327,Returned
328,Processing
329,Failed
330,Out for Delivery
331,Canceled
332,Pending
333,Failed
334,Shipped
335,Out for Delivery
336,Failed
337,Confirmed
338,Confirmed
339,Confirmed
340,Pending
341,Canceled
342,Processing
343,Returned
344,Out for Delivery
345,Canceled
346,Failed
347,Refunded
348,Shipped
349,Shipped
350,Out for Delivery
351,Processing
352,Pending
353,Refunded
354,Pending
355,Failed
356,Confirmed
357,Delivered
358,Pending
359,Failed
360,Refunded
361,Out for Delivery
362,Refunded
363,Pending
364,Confirmed
365,Out for Delivery
366,Delivered
367,Delivered
368,Processing
369,Failed
370,Pending
371,Returned
372,Delivered
373,Refunded
374,Returned
375,Confirmed
376,Returned
377,Returned
378,Confirmed
379,Delivered
380,Canceled
381,Pending
382,Refunded
383,Out for Delivery
384,Shipped
385,Refunded
386,Canceled
387,Shipped
388,Out for Delivery
389,Processing
390,Processing
391,Processing
392,Out for Delivery
393,Pending
394,Canceled
395,Shipped
396,Canceled
397,Confirmed
398,Shipped
399,Failed
400,Failed
401,Pending
402,Refunded
403,Out for Delivery
404,Failed
405,Shipped
406,Pending
407,Confirmed
408,Failed
409,Failed
410,Canceled
411,Refunded
412,Pending
413,Shipped
414,Pending
415,Failed
416,Out for Delivery
417,Failed
418,Processing
419,Processing
420,Out for Delivery
421,Processing
422,Refunded
423,Pending
424,Out for Delivery
425,Pending
426,Pending
427,Pending
428,Processing
429,Processing
430,Shipped
431,Returned
432,Refunded
433,Shipped
434,Refunded
435,Pending
436,Returned
437,Canceled
438,Confirmed
439,Shipped
440,Refunded
441,Processing
442,Confirmed
443,Returned
444,Delivered
445,Confirmed
446,Refunded
447,Shipped
448,Failed
449,Delivered
450,Failed
451,Confirmed
452,Shipped
453,Shipped
454,Canceled
455,Refunded
456,Canceled
457,Pending
458,Delivered
459,Processing
460,Delivered
461,Pending
462,Out for Delivery
463,Out for Delivery
464,Canceled
465,Out for Delivery
466,Refunded
467,Out for Delivery
468,Returned
469,Processing
470,Canceled
471,Pending
472,Refunded
473,Processing
474,Shipped
475,Processing
476,Canceled
477,Confirmed
478,Returned
479,Failed
480,Returned
481,Returned
482,Confirmed
483,Refunded
484,Failed
485,Confirmed
486,Returned
487,Delivered
488,Failed
489,Failed
490,Pending
491,Failed
492,Delivered
493,Processing
494,Canceled
495,Returned
496,Pending
497,Canceled
498,Refunded
499,Delivered
500,Confirmed
501,Returned
502,Canceled
503,Returned
504,Shipped
505,Processing
506,Refunded
507,Processing
508,Refunded
509,Failed
510,Refunded
511,Shipped
512,Confirmed
513,Out for Delivery
514,Pending
515,Out for Delivery
516,Shipped
517,Shipped
518,Out for Delivery
519,Out for Delivery
520,Pending
521,Out for Delivery
522,Out for Delivery
523,Processing
524,Failed
525,Refunded
526,Pending
527,Confirmed
528,Pending
529,Refunded
530,Refunded
531,Canceled
532,Out for Delivery
533,Out for Delivery
534,Returned
535,Failed
536,Pending
537,Confirmed
538,Refunded
539,Returned
540,Out for Delivery
541,Delivered
542,Delivered
543,Failed
544,Processing
545,Returned
546,Out for Delivery
547,Refunded
548,Pending
549,Out for Delivery
550,Failed
551,Delivered
552,Delivered
553,Confirmed
554,Pending
555,Refunded
556,Pending
557,Delivered
558,Canceled
559,Delivered
560,Processing
561,Processing
562,Refunded
563,Pending
564,Returned
565,Processing
566,Canceled
567,Canceled
568,Canceled
569,Processing
570,Shipped
571,Failed
572,Refunded
573,Processing
574,Confirmed
575,Processing
576,Shipped
577,Delivered
578,Refunded
579,Confirmed
580,Refunded
581,Out for Delivery
582,Failed
583,Processing
584,Shipped
585,Pending
586,Refunded
587,Delivered
588,Confirmed
589,Shipped
590,Returned
591,Refunded
592,Shipped
593,Delivered
594,Pending
595,Returned
596,Delivered
597,Out for Delivery
598,Returned
599,Shipped
600,Delivered
601,Delivered
602,Out for Delivery
603,Delivered
604,Pending
605,Refunded
606,Processing
607,Delivered
608,Shipped
609,Delivered
610,Shipped
611,Delivered
612,Shipped
613,Shipped
614,Shipped
615,Canceled
616,Processing
617,Confirmed
618,Processing
619,Shipped
620,Canceled
621,Failed
622,Processing
623,Processing
624,Processing
625,Failed
626,Canceled
627,Shipped
628,Out for Delivery
629,Processing
630,Returned
631,Canceled
632,Failed
633,Refunded
634,Delivered
635,Processing
636,Processing
637,Delivered
638,Out for Delivery
639,Pending
640,Returned
641,Confirmed
642,Returned
643,Canceled
644,Processing
645,Out for Delivery
646,Shipped
647,Out for Delivery
648,Failed
649,Shipped
650,Refunded
651,Canceled
652,Canceled
653,Returned
654,Delivered
655,Delivered
656,Processing
657,Confirmed
658,Canceled
659,Canceled
660,Out for Delivery
661,Canceled
662,Pending
663,Shipped
664,Confirmed
665,Failed
666,Refunded
667,Out for Delivery
668,Canceled
669,Refunded
670,Confirmed
671,Canceled
672,Confirmed
673,Out for Delivery
674,Processing
675,Pending
676,Returned
677,Delivered
678,Canceled
679,Failed
680,Refunded
681,Confirmed
682,Out for Delivery
683,Confirmed
684,Refunded
685,Delivered
686,Out for Delivery
687,Refunded
688,Confirmed
689,Out for Delivery
690,Returned
691,Shipped
692,Canceled
693,Delivered
694,Shipped
695,Returned
696,Returned
697,Shipped
698,Shipped
699,Processing
700,Pending
701,Out for Delivery
702,Refunded
703,Confirmed
704,Returned
705,Shipped
706,Shipped
707,Confirmed
708,Confirmed
709,Pending
710,Canceled
711,Canceled
712,Returned
713,Canceled
714,Canceled
715,Failed
716,Processing
717,Out for Delivery
718,Confirmed
719,Processing
720,Failed
721,Refunded
722,Shipped
723,Refunded
724,Processing
725,Processing
726,Delivered
727,Delivered
728,Failed
729,Failed
730,Returned
731,Shipped
732,Confirmed
733,Canceled
734,Out for Delivery
735,Refunded
736,Shipped
737,Shipped
738,Failed
739,Confirmed
740,Processing
741,Failed
742,Confirmed
743,Returned
744,Pending
745,Returned
746,Out for Delivery
747,Out for Delivery
748,Shipped
749,Shipped
750,Processing
751,Refunded
752,Confirmed
753,Refunded
754,Processing
755,Failed
756,Shipped
757,Refunded
758,Processing
759,Confirmed
760,Shipped
761,Confirmed
762,Returned
763,Refunded
764,Refunded
765,Returned
766,Processing
767,Delivered
768,Failed
769,Pending
770,Delivered
771,Refunded
772,Shipped
773,Delivered
774,Processing
775,Confirmed
776,Delivered
777,Canceled
778,Delivered
779,Processing
780,Confirmed
781,Out for Delivery
782,Confirmed
783,Refunded
784,Confirmed
785,Shipped
786,Processing
787,Canceled
788,Canceled
789,Delivered
790,Processing
791,Out for Delivery
792,Returned
793,Delivered
794,Failed
795,Delivered
796,Out for Delivery
797,Delivered
798,Out for Delivery
799,Processing
800,Delivered
801,Returned
802,Pending
803,Returned
804,Delivered
805,Pending
806,Confirmed
807,Delivered
808,Canceled
809,Canceled
810,Failed
811,Returned
812,Refunded
813,Delivered
814,Canceled
815,Confirmed
816,Confirmed
817,Failed
818,Delivered
819,Confirmed
820,Refunded
821,Pending
822,Canceled
823,Canceled
824,Refunded
825,Out for Delivery
826,Canceled
827,Refunded
828,Returned
829,Refunded
830,Returned
831,Returned
832,Processing
833,Delivered
834,Canceled
835,Returned
836,Out for Delivery
837,Out for Delivery
838,Returned
839,Canceled
840,Shipped
841,Confirmed
842,Shipped
843,Delivered
844,Confirmed
845,Confirmed
846,Shipped
847,Out for Delivery
848,Canceled
849,Canceled
850,Refunded
851,Processing
852,Pending
853,Delivered
854,Shipped
855,Canceled
856,Refunded
857,Failed
858,Confirmed
859,Refunded
860,Failed
861,Refunded
862,Failed
863,Returned
864,Failed
865,Out for Delivery
866,Confirmed
867,Out for Delivery
868,Pending
869,Processing
870,Processing
871,Delivered
872,Returned
873,Processing
874,Pending
875,Out for Delivery
876,Returned
877,Failed
878,Pending
879,Pending
880,Confirmed
881,Delivered
882,Delivered
883,Canceled
884,Canceled
885,Delivered
886,Failed
887,Failed
888,Delivered
889,Pending
890,Shipped
891,Returned
892,Confirmed
893,Returned
894,Delivered
895,Delivered
896,Out for Delivery
897,Returned
898,Failed
899,Failed
900,Shipped
901,Out for Delivery
902,Shipped
903,Canceled
904,Confirmed
905,Processing
906,Returned
907,Delivered
908,Refunded
909,Confirmed
910,Confirmed
911,Refunded
912,Pending
913,Failed
914,Pending
915,Confirmed
916,Out for Delivery
917,Processing
918,Refunded
919,Delivered
920,Out for Delivery
921,Failed
922,Refunded
923,Confirmed
924,Failed
925,Canceled
926,Pending
927,Shipped
928,Shipped
929,Canceled
930,Returned
931,Canceled
932,Out for Delivery
933,Confirmed
934,Pending
935,Canceled
936,Refunded
937,Shipped
938,Out for Delivery
939,Delivered
940,Failed
941,Returned
942,Canceled
943,Delivered
944,Pending
945,Confirmed
946,Shipped
947,Refunded
948,Failed
949,Refunded
950,Returned
951,Processing
952,Refunded
953,Pending
954,Failed
955,Out for Delivery
956,Out for Delivery
957,Refunded
958,Canceled
959,Refunded
960,Confirmed
961,Out for Delivery
962,Confirmed
963,Out for Delivery
964,Failed
965,Shipped
966,Failed
967,Failed
968,Returned
969,Canceled
970,Pending
971,Processing
972,Out for Delivery
973,Confirmed
974,Refunded
975,Shipped
976,Pending
977,Returned
978,Refunded
979,Shipped
980,Canceled
981,Shipped
982,Out for Delivery
983,Pending
984,Processing
985,Canceled
986,Returned
987,Refunded
988,Out for Delivery
989,Returned
990,Confirmed
991,Returned
992,Pending
993,Out for Delivery
994,Processing
995,Canceled
996,Shipped
997,Failed
998,Shipped
999,Shipped
1000,Canceled
1001,Out for Delivery
1002,Out for Delivery
1003,Confirmed
1004,Returned
1005,Refunded
1006,Returned
1007,Returned
1008,Refunded
1009,Confirmed
1010,Refunded
1011,Shipped
1012,Pending
1013,Confirmed
1014,Returned
1015,Failed
1016,Failed
1017,Failed
1018,Confirmed
1019,Failed
1020,Pending
1021,Canceled
1022,Shipped
1023,Failed
1024,Failed
1025,Delivered
1026,Pending
1027,Confirmed
1028,Failed
1029,Failed
1030,Returned
1031,Confirmed
1032,Pending
1033,Processing
1034,Shipped
1035,Canceled
1036,Shipped
1037,Failed
1038,Failed
1039,Failed
1040,Shipped
1041,Delivered
1042,Failed
1043,Canceled
1044,Returned
1045,Returned
1046,Canceled
1047,Canceled
1048,Shipped
1049,Shipped
1050,Canceled
1051,Delivered
1052,Returned
1053,Out for Delivery
1054,Refunded
1055,Refunded
1056,Failed
1057,Delivered
1058,Pending
1059,Confirmed
1060,Pending
1061,Refunded
1062,Returned
1063,Failed
1064,Pending
1065,Failed
1066,Shipped
1067,Pending
1068,Shipped
1069,Confirmed
1070,Confirmed
1071,Returned
1072,Confirmed
1073,Processing
1074,Processing
1075,Processing
1076,Failed
1077,Refunded
1078,Out for Delivery
1079,Pending
1080,Canceled
1081,Out for Delivery
1082,Processing
1083,Processing
1084,Out for Delivery
1085,Confirmed
1086,Pending
1087,Processing
1088,Processing
1089,Canceled
1090,Pending
1091,Delivered
1092,Failed
1093,Shipped
1094,Canceled
1095,Confirmed
1096,Processing
1097,Out for Delivery
1098,Failed
1099,Pending
1100,Returned
1101,Confirmed
1102,Failed
1103,Processing
1104,Out for Delivery
1105,Shipped
1106,Failed
1107,Canceled
1108,Shipped
1109,Returned
1110,Delivered
1111,Pending
1112,Processing
1113,Canceled
1114,Processing
1115,Confirmed
1116,Processing
1117,Pending
1118,Refunded
1119,Pending
1120,Delivered
1121,Shipped
1122,Returned
1123,Confirmed
1124,Out for Delivery
1125,Out for Delivery
1126,Returned
1127,Refunded
1128,Delivered
1129,Refunded
1130,Failed
1131,Processing
1132,Confirmed
1133,Delivered
1134,Failed
1135,Returned
1136,Processing
1137,Failed
1138,Processing
1139,Shipped
1140,Failed
1141,Returned
1142,Pending
1143,Canceled
1144,Canceled
1145,Out for Delivery
1146,Returned
1147,Delivered
1148,Refunded
1149,Refunded
1150,Failed
1151,Canceled
1152,Processing
1153,Refunded
1154,Out for Delivery
1155,Canceled
1156,Returned
1157,Pending
1158,Refunded
1159,Canceled
1160,Shipped
1161,Refunded
1162,Out for Delivery
1163,Failed
1164,Canceled
1165,Out for Delivery
1166,Confirmed
1167,Processing
1168,Pending
1169,Delivered
1170,Out for Delivery
1171,Failed
1172,Processing
1173,Delivered
1174,Processing
1175,Processing
1176,Out for Delivery
1177,Delivered
1178,Canceled
1179,Confirmed
1180,Delivered
1181,Pending
1182,Processing
1183,Processing
1184,Refunded
1185,Confirmed
1186,Delivered
1187,Out for Delivery
1188,Delivered
1189,Out for Delivery
1190,Refunded
1191,Processing
1192,Failed
1193,Pending
1194,Processing
1195,Canceled
1196,Canceled
1197,Confirmed
1198,Confirmed
1199,Returned
1200,Pending
1201,Pending
1202,Refunded
1203,Processing
1204,Shipped
1205,Pending
1206,Returned
1207,Returned
1208,Delivered
1209,Out for Delivery
1210,Canceled
1211,Processing
1212,Pending
1213,Failed
1214,Refunded
1215,Shipped
1216,Pending
1217,Canceled
1218,Out for Delivery
1219,Returned
1220,Failed
1221,Refunded
1222,Shipped
1223,Delivered
1224,Refunded
1225,Canceled
1226,Confirmed
1227,Processing
1228,Canceled
1229,Refunded
1230,Returned
1231,Failed
1232,Confirmed
1233,Shipped
1234,Out for Delivery
1235,Confirmed
1236,Delivered
1237,Processing
1238,Returned
1239,Delivered
1240,Confirmed
1241,Confirmed
1242,Returned
1243,Shipped
1244,Refunded
1245,Refunded
1246,Pending
1247,Failed
1248,Refunded
1249,Confirmed
1250,Pending
1251,Delivered
1252,Returned
1253,Confirmed
1254,Pending
1255,Shipped
1256,Confirmed
1257,Failed
1258,Out for Delivery
1259,Confirmed
1260,Refunded
1261,Refunded
1262,Canceled
1263,Out for Delivery
1264,Delivered
1265,Shipped
1266,Returned
1267,Confirmed
1268,Shipped
1269,Processing
1270,Delivered
1271,Confirmed
1272,Returned
1273,Canceled
1274,Refunded
1275,Confirmed
1276,Refunded
1277,Shipped
1278,Processing
1279,Refunded
1280,Returned
1281,Processing
1282,Delivered
1283,Returned
1284,Pending
1285,Returned
1286,Refunded
1287,Refunded
1288,Confirmed
1289,Refunded
1290,Delivered
1291,Failed
1292,Delivered
1293,Failed
1294,Shipped
1295,Confirmed
1296,Shipped
1297,Delivered
1298,Confirmed
1299,Shipped
1300,Failed
1301,Returned
1302,Out for Delivery
1303,Returned
1304,Delivered
1305,Delivered
1306,Shipped
1307,Returned
1308,Canceled
1309,Pending
1310,Delivered
1311,Shipped
1312,Refunded
1313,Processing
1314,Failed
1315,Returned
1316,Pending
1317,Delivered
1318,Failed
1319,Out for Delivery
1320,Failed
1321,Canceled
1322,Confirmed
1323,Refunded
1324,Shipped
1325,Shipped
1326,Out for Delivery
1327,Out for Delivery
1328,Refunded
1329,Shipped
1330,Refunded
1331,Canceled
1332,Out for Delivery
1333,Returned
1334,Shipped
1335,Shipped
1336,Delivered
1337,Pending
1338,Refunded
1339,Pending
1340,Confirmed
1341,Out for Delivery
1342,Out for Delivery
1343,Shipped
1344,Pending
1345,Delivered
1346,Failed
1347,Delivered
1348,Shipped
1349,Shipped
1350,Canceled
1351,Pending
1352,Delivered
1353,Failed
1354,Returned
1355,Failed
1356,Refunded
1357,Canceled
1358,Confirmed
1359,Out for Delivery
1360,Shipped
1361,Failed
1362,Pending
1363,Canceled
1364,Processing
1365,Refunded
1366,Canceled
1367,Shipped
1368,Returned
1369,Refunded
1370,Shipped
1371,Processing
1372,Canceled
1373,Refunded
1374,Failed
1375,Refunded
1376,Shipped
1377,Returned
1378,Shipped
1379,Processing
1380,Out for Delivery
1381,Confirmed
1382,Refunded
1383,Out for Delivery
1384,Failed
1385,Shipped
1386,Delivered
1387,Canceled
1388,Pending
1389,Refunded
1390,Failed
1391,Returned
1392,Refunded
1393,Confirmed
1394,Canceled
1395,Confirmed
1396,Processing
1397,Failed
1398,Shipped
1399,Pending
1400,Confirmed
1401,Processing
1402,Refunded
1403,Refunded
1404,Confirmed
1405,Canceled
1406,Failed
1407,Canceled
1408,Shipped
1409,Processing
1410,Canceled
1411,Pending
1412,Confirmed
1413,Canceled
1414,Delivered
1415,Canceled
1416,Canceled
1417,Returned
1418,Failed
1419,Returned
1420,Confirmed
1421,Pending
1422,Refunded
1423,Refunded
1424,Failed
1425,Confirmed
1426,Out for Delivery
1427,Processing
1428,Out for Delivery
1429,Failed
1430,Failed
1431,Delivered
1432,Shipped
1433,Refunded
1434,Shipped
1435,Failed
1436,Delivered
1437,Shipped
1438,Pending
1439,Confirmed
1440,Failed
1441,Out for Delivery
1442,Shipped
1443,Processing
1444,Returned
1445,Failed
1446,Failed
1447,Processing
1448,Failed
1449,Confirmed
1450,Processing
1451,Processing
1452,Returned
1453,Shipped
1454,Out for Delivery
1455,Shipped
1456,Shipped
1457,Delivered
1458,Shipped
1459,Refunded
1460,Out for Delivery
1461,Out for Delivery
1462,Refunded
1463,Canceled
1464,Refunded
1465,Canceled
1466,Refunded
1467,Delivered
1468,Returned
1469,Canceled
1470,Shipped
1471,Failed
1472,Failed
1473,Returned
1474,Failed
1475,Out for Delivery
1476,Shipped
1477,Canceled
1478,Confirmed
1479,Shipped
1480,Processing
1481,Refunded
1482,Shipped
1483,Out for Delivery
1484,Processing
1485,Canceled
1486,Delivered
1487,Returned
1488,Out for Delivery
1489,Out for Delivery
1490,Failed
1491,Returned
1492,Shipped
1493,Pending
1494,Canceled
1495,Refunded
1496,Delivered
1497,Pending
1498,Pending
1499,Canceled
1500,Pending
1501,Out for Delivery
1502,Confirmed
1503,Out for Delivery
1504,Canceled
1505,Out for Delivery
1506,Returned
1507,Out for Delivery
1508,Pending
1509,Confirmed
1510,Refunded
1511,Pending
1512,Processing
1513,Pending
1514,Delivered
1515,Pending
1516,Out for Delivery
1517,Shipped
1518,Failed
1519,Processing
1520,Refunded
1521,Refunded
1522,Failed
1523,Shipped
1524,Confirmed
1525,Returned
1526,Out for Delivery
1527,Canceled
1528,Refunded
1529,Returned
1530,Confirmed
1531,Canceled
1532,Confirmed
1533,Returned
1534,Shipped
1535,Shipped
1536,Shipped
1537,Returned
1538,Shipped
1539,Returned
1540,Delivered
1541,Refunded
1542,Pending
1543,Processing
1544,Failed
1545,Refunded
1546,Processing
1547,Failed
1548,Confirmed
1549,Out for Delivery
1550,Pending
1551,Processing
1552,Failed
1553,Delivered
1554,Refunded
1555,Shipped
1556,Pending
1557,Confirmed
1558,Delivered
1559,Refunded
1560,Delivered
1561,Confirmed
1562,Processing
1563,Pending
1564,Refunded
1565,Delivered
1566,Out for Delivery
1567,Refunded
1568,Out for Delivery
1569,Returned
1570,Processing
1571,Delivered
1572,Failed
1573,Returned
1574,Canceled
1575,Returned
1576,Delivered
1577,Processing
1578,Pending
1579,Confirmed
1580,Refunded
1581,Refunded
1582,Pending
1583,Failed
1584,Delivered
1585,Canceled
1586,Confirmed
1587,Pending
1588,Out for Delivery
1589,Refunded
1590,Canceled
1591,Pending
1592,Out for Delivery
1593,Canceled
1594,Pending
1595,Pending
1596,Canceled
1597,Pending
1598,Returned
1599,Delivered
1600,Confirmed
1601,Returned
1602,Confirmed
1603,Pending
1604,Confirmed
1605,Canceled
1606,Pending
1607,Failed
1608,Refunded
1609,Out for Delivery
1610,Failed
1611,Out for Delivery
1612,Pending
1613,Out for Delivery
1614,Canceled
1615,Pending
1616,Failed
1617,Failed
1618,Shipped
1619,Failed
1620,Shipped
1621,Failed
1622,Delivered
1623,Shipped
1624,Refunded
1625,Canceled
1626,Returned
1627,Shipped
1628,Pending
1629,Canceled
1630,Failed
1631,Refunded
1632,Processing
1633,Returned
1634,Returned
1635,Pending
1636,Pending
1637,Returned
1638,Delivered
1639,Canceled
1640,Processing
1641,Shipped
1642,Failed
1643,Processing
1644,Delivered
1645,Refunded
1646,Shipped
1647,Returned
1648,Shipped
1649,Refunded
1650,Failed
1651,Failed
1652,Processing
1653,Canceled
1654,Shipped
1655,Out for Delivery
1656,Returned
1657,Refunded
1658,Pending
1659,Returned
1660,Delivered
1661,Canceled
1662,Shipped
1663,Confirmed
1664,Processing
1665,Delivered
1666,Returned
1667,Delivered
1668,Processing
1669,Out for Delivery
1670,Refunded
1671,Confirmed
1672,Returned
1673,Processing
1674,Returned
1675,Confirmed
1676,Confirmed
1677,Refunded
1678,Refunded
1679,Out for Delivery
1680,Out for Delivery
1681,Out for Delivery
1682,Confirmed
1683,Confirmed
1684,Refunded
1685,Processing
1686,Processing
1687,Confirmed
1688,Processing
1689,Confirmed
1690,Confirmed
1691,Delivered
1692,Pending
1693,Failed
1694,Processing
1695,Delivered
1696,Failed
1697,Refunded
1698,Pending
1699,Returned
1700,Delivered
1701,Out for Delivery
1702,Refunded
1703,Pending
1704,Canceled
1705,Refunded
1706,Refunded
1707,Refunded
1708,Pending
1709,Refunded
1710,Shipped
1711,Delivered
1712,Delivered
1713,Confirmed
1714,Returned
1715,Failed
1716,Returned
1717,Delivered
1718,Out for Delivery
1719,Shipped
1720,Pending
1721,Pending
1722,Pending
1723,Processing
1724,Refunded
1725,Refunded
1726,Returned
1727,Shipped
1728,Returned
1729,Refunded
1730,Confirmed
1731,Processing
1732,Returned
1733,Refunded
1734,Refunded
1735,Failed
1736,Failed
1737,Shipped
1738,Shipped
1739,Delivered
1740,Pending
1741,Out for Delivery
1742,Canceled
1743,Shipped
1744,Delivered
1745,Returned
1746,Delivered
1747,Canceled
1748,Failed
1749,Processing
1750,Pending
1751,Refunded
1752,Pending
1753,Failed
1754,Delivered
1755,Failed
1756,Canceled
1757,Shipped
1758,Delivered
1759,Processing
1760,Out for Delivery
1761,Refunded
1762,Confirmed
1763,Pending
1764,Out for Delivery
1765,Returned
1766,Failed
1767,Pending
1768,Shipped
1769,Refunded
1770,Refunded
1771,Canceled
1772,Confirmed
1773,Delivered
1774,Returned
1775,Processing
1776,Refunded
1777,Shipped
1778,Refunded
1779,Shipped
1780,Canceled
1781,Delivered
1782,Delivered
1783,Out for Delivery
1784,Shipped
1785,Returned
1786,Shipped
1787,Shipped
1788,Shipped
1789,Shipped
1790,Shipped
1791,Pending
1792,Delivered
1793,Out for Delivery
1794,Failed
1795,Pending
1796,Confirmed
1797,Processing
1798,Returned
1799,Delivered
1800,Canceled
1801,Out for Delivery
1802,Out for Delivery
1803,Delivered
1804,Confirmed
1805,Shipped
1806,Out for Delivery
1807,Failed
1808,Pending
1809,Pending
1810,Confirmed
1811,Failed
1812,Confirmed
1813,Returned
1814,Confirmed
1815,Confirmed
1816,Canceled
1817,Confirmed
1818,Failed
1819,Returned
1820,Processing
1821,Shipped
1822,Shipped
1823,Processing
1824,Returned
1825,Out for Delivery
1826,Canceled
1827,Canceled
1828,Confirmed
1829,Refunded
1830,Refunded
1831,Delivered
1832,Refunded
1833,Pending
1834,Processing
1835,Processing
1836,Canceled
1837,Refunded
1838,Returned
1839,Canceled
1840,Confirmed
1841,Canceled
1842,Confirmed
1843,Failed
1844,Canceled
1845,Processing
1846,Returned
1847,Refunded
1848,Out for Delivery
1849,Confirmed
1850,Shipped
1851,Canceled
1852,Pending
1853,Confirmed
1854,Out for Delivery
1855,Returned
1856,Refunded
1857,Confirmed
1858,Canceled
1859,Returned
1860,Failed
1861,Failed
1862,Out for Delivery
1863,Pending
1864,Canceled
1865,Refunded
1866,Refunded
1867,Failed
1868,Out for Delivery
1869,Out for Delivery
1870,Out for Delivery
1871,Refunded
1872,Refunded
1873,Returned
1874,Failed
